Id,Artist,Title,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Total,ReleaseDate,Unique_Listener,Year,Recency,log_Total,log_Total_norm,Unique_norm,Recency_norm,SongScore,MainGenre,Genre
1820,Xavi,En Privado,,,,,136522496,2/6/2025,31535,2025.0,1.0,18.73199997,0.650876828,0.008238776,1.0,52.79100468,Other,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, sierreño"
1821,Petit Biscuit,Sunset Lover,,,,,127926039,,422945,,,18.66696284,0.644565135,0.110504315,,,Electronic / EDM,"electronic, electronic music"
1822,Jessica Darrow,Surface Pressure,,,,,127800585,1/27/2022,272013,2022.0,0.9625,18.66598169,0.644469916,0.071069599,0.9625,53.60558378,Other,"reggaeton, latin"
1823,Post Malone,Enemies,,,,,127662405,10/28/2021,6847,2021.0,0.95,18.66489988,0.64436493,0.001788425,0.95,51.27189928,Hip-Hop / Rap,"alternative r&b, contemporary r&b, r&b, trap, cloud rap"
1824,Niall Horan,Too Much To Ask,,,,,127598111,7/8/2007,262831,2007.0,0.775,18.66439613,0.644316042,0.068670574,0.775,49.77591934,Pop,pop
1825,Calvin Harris,Rollin,,,,,127584680,1/24/2011,102866,2011.0,0.825,18.66429087,0.644305827,0.026875763,0.825,49.52156422,Hip-Hop / Rap,edm
1826,Sebastian Yatra,Por Perro,,,,,127370734,5/18/2018,44162,2018.0,0.9125,18.66261257,0.644142952,0.011537892,0.9125,50.80328433,Latin,"colombian pop, reggaeton"
1827,Alvaro Soler,La Cintura,,,,,9923093,5/10/2019,106174,2019.0,0.925,16.11037533,0.396454627,0.02774006,0.925,39.15493317,Latin,"latin pop, pop"
1828,Fall Out Boy,Centuries,,,,,126934681,1/16/2015,1090042,2015.0,0.875,18.6591832,0.64381014,0.284799899,0.875,58.23450396,Rock,"emo, pop punk"
1829,Lorde,Team,,,,,126720090,9/27/2013,1607960,2013.0,0.85,18.6574912,0.643645936,0.420118781,0.85,61.78586023,Indie / Alternative,"folk pop, indietronica, indie pop, alternative pop, art pop"
1830,Taylor Swift,Florida!!!,,,,,126620254,5/10/2024,8588,2024.0,0.9875,18.65670305,0.643569447,0.002243305,0.9875,51.99577152,Indie / Alternative,"country pop, electropop, alternative pop, indie folk, pop rock"
1831,YOASOBI,アイドル,,,,,126551606,4/12/2023,358316,2023.0,0.975,18.65616074,0.643516818,0.093618391,0.975,54.48439264,Pop,"j-pop, anime"
1832,Lil Uzi Vert,Sanguine Paradise,,,,,126518401,4/9/2019,441194,2019.0,0.925,18.65589833,0.643491351,0.115272317,0.925,54.13273709,Hip-Hop / Rap,melodic rap
1833,Ruth B.,Lost Boy,,,,,126471242,5/5/2017,338887,2017.0,0.9,18.65552551,0.643455171,0.088542084,0.9,52.82902106,Other,"reggaeton, latin"
1834,TWICE,The Feels,,,,,126459551,10/1/2021,725268,2021.0,0.95,18.65543307,0.643446199,0.189493673,0.95,56.85712015,R&B / Soul,k-pop
1835,Maluma,Hawái - Remix,,,,,125857481,11/5/2020,141651,2020.0,0.9375,18.65066073,0.642983055,0.037009303,0.9375,52.00943187,Hip-Hop / Rap,"reggaeton, latin, urbano latino"
1836,Becky G,Chanel,,,,,125852457,3/10/2017,76556,2017.0,0.9,18.65062081,0.642979181,0.020001625,0.9,50.74900782,Latin,"reggaeton, latin"
1837,Ofenbach,Wasted Love,,,,,125451999,3/6/2025,3514,2025.0,1.0,18.64743377,0.642669887,0.000917597,1.0,52.16102227,Electronic / EDM,k-pop
1838,Kelly Clarkson,"Santa, Can’t You Hear Me",,,,,125421499,10/15/2021,354364,2021.0,0.95,18.64719062,0.64264629,0.092585833,0.95,53.90988951,Rock,christmas
1839,The Weeknd,In The Night,,,,,125286757,8/28/2015,728115,2015.0,0.875,18.64611573,0.642541975,0.190237522,0.875,55.3342244,Pop,"synth-pop, industrial pop, electropop, pop rock, dance-pop"
1841,Billie Eilish,Happier Than Ever - Edit,,,,,125073413,7/28/2021,605818,2021.0,0.95,18.64441143,0.642376577,0.158284407,0.95,55.86736107,Indie / Alternative,"pop rock, pop soul, electronic, alt-pop, contemporary r&b"
1842,KAROL G,Verano Rosa,,,,,124974454,6/20/2025,66924,2025.0,1.0,18.64361991,0.642299762,0.017485027,1.0,52.6395389,Latin,"reggaeton, latin, urbano latino"
1843,DJ Snake,Turn Down for What,,,,,124742389,12/18/2013,385940,2013.0,0.85,18.64176129,0.642119387,0.100835844,0.85,52.13104465,Hip-Hop / Rap,"alternative r&b, contemporary r&b, electropop, trap"
1844,Tommy Richman,DEVIL IS A LIE,,,,,124034151,6/14/2024,404139,2024.0,0.9875,18.63606751,0.641566819,0.105590783,0.9875,54.99606443,Electronic / EDM,"reggaeton, latin"
1845,Alejo,Pantysito,,,,,124015852,3/18/2022,75972,2022.0,0.9625,18.63591996,0.6415525,0.019849041,0.9625,51.92309624,Hip-Hop / Rap,"reggaeton, urbano latino"
1846,Bernadya,Satu Bulan,,,,,123997791,6/22/2023,22115,2023.0,0.975,18.63577432,0.641538366,0.005777568,0.975,51.75024533,Other,"indonesian pop, indonesian indie"
1847,Tiago PZK,Salimo de Noche,,,,,123950882,10/21/2021,80482,2021.0,0.95,18.63539594,0.641501645,0.02102739,0.95,51.70590396,Hip-Hop / Rap,"argentine trap, urbano latino"
1848,Wallows,Are You Bored Yet?,,,,,123943551,3/22/2019,11578,2019.0,0.925,18.63533679,0.641495905,0.003024516,0.925,50.66553075,Rock,indie
1849,Daddy Yankee,Vuelve,,,,,123879341,9/29/2017,125289,2017.0,0.9,18.6348186,0.641445616,0.032734326,0.9,51.05431059,Latin,"reggaeton, latin"
1850,Ozuna,Unica,,,,,123578496,9/12/2025,48528,2025.0,1.0,18.63238712,0.641209646,0.012678617,1.0,52.44084083,Hip-Hop / Rap,"reggaeton, trap latino, latin, urbano latino"
1851,Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",,,,,123525427,6/8/2022,165454,2022.0,0.9625,18.63195759,0.641167962,0.043228425,0.9625,52.60525085,Hip-Hop / Rap,"argentine trap, trap latino, urbano latino"
1852,Pop Smoke,Got It On Me,,,,,123416577,7/3/2020,373953,2020.0,0.9375,18.631076,0.641082406,0.097703944,0.9375,53.73523863,Hip-Hop / Rap,"brooklyn drill, new york drill, drill"
1853,Israel & Rodolffo,Batom de Cereja - Ao Vivo,,,,,123254916,1/29/2021,69730,2021.0,0.95,18.62976526,0.640955202,0.018218164,0.95,51.59430502,Other,"sertanejo, sertanejo universitário, agronejo, piseiro, arrocha"
1854,Meghan Trainor,Lips Are Movin,,,,,123100945,1/12/2015,459838,2015.0,0.875,18.62851528,0.640833894,0.120143523,0.875,53.1460004,R&B / Soul,"soul, blue-eyed soul, bubblegum pop, pop, r&b"
1855,Gwen Stefani,You Make It Feel Like Christmas,,,,,123023019,10/6/2017,15477,2017.0,0.9,18.62788205,0.640772441,0.004043226,0.9,50.15991883,Rock,"dance-pop, pop rap, pop, electropop, pop rock"
1856,Curtis Waters,Stunnin',,,,,122955379,7/29/2020,25528,2020.0,0.9375,18.62733208,0.640719068,0.006669299,0.9375,50.98603235,Other,"reggaeton, latin"
1857,Future,Selfish,,,,,122944542,7/8/2025,85160,2025.0,1.0,18.62724394,0.640710514,0.022249633,1.0,52.70301469,Hip-Hop / Rap,rap
1858,Billie Eilish,my future,,,,,122773561,7/30/2020,874552,2020.0,0.9375,18.62585226,0.640575454,0.228497809,0.9375,57.63370699,Indie / Alternative,"pity pop, art pop, pop soul, electropop, pop"
1859,Imagine Dragons,Follow You,,,,,122688367,,264895,,,18.6251581,0.640508089,0.069209845,,,Rock,"electropop, indie pop, pop, pop rock, rock"
1860,Regard,Secrets,,,,,122645844,1/1/2009,211829,2009.0,0.8,18.62481145,0.640474447,0.055345041,0.8,49.68407356,Other,"edm, trance, big room"
1861,Billie Eilish,TV,,,,,122634392,11/22/2024,1057197,2024.0,0.9875,18.62471807,0.640465385,0.276218331,0.9875,60.05981915,Indie / Alternative,"alternative r&b, electropop, indie pop, art pop, pity pop"
1862,Sabrina Carpenter,Tears,,,,,140405089,8/29/2025,684752,2025.0,1.0,18.7600423,0.653598267,0.178907866,1.0,58.04714935,Pop,pop
1863,Apache 207,Roller,,,,,122348079,1/17/2018,72242,2018.0,0.9125,18.62238066,0.640238544,0.018874486,0.9125,50.82816178,Hip-Hop / Rap,german hip hop
1864,Taylor Swift,Vigilante Shit,,,,,122300185,10/21/2022,790160,2022.0,0.9625,18.62198912,0.640200547,0.206448312,0.9625,57.45347671,Indie / Alternative,"contemporary country, synth-pop, country pop, pop, pop rock"
1865,CNCO,Reggaetón Lento (Remix),,,,,121993437,4/6/2018,193070,2018.0,0.9125,18.61947781,0.639956831,0.050443788,0.9125,51.76115517,Latin,"reggaeton, latin"
1866,Bruno Mars,Versace on the Floor,,,,,121744296,11/17/2016,627617,2016.0,0.8875,18.61743348,0.639758433,0.163979935,0.8875,54.65731968,R&B / Soul,"pop, r&b, rock, soul"
1867,Tiësto,Wasted,,,,,121736213,12/29/2024,374959,2024.0,0.9875,18.61736708,0.639751989,0.097966786,0.9875,54.67660304,Other,"edm, trance, big room"
1868,David Guetta,Lovers on the Sun,,,,,121682700,11/10/2014,20896,2014.0,0.8625,18.6169274,0.639709319,0.005459074,0.8625,49.39923819,Electronic / EDM,edm
